`Jan 30 16:24:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::engine: | Received PeerConnected message with peer info: PeerInfo { peer_id: [2, 251, 163, 36, 246, 153, 171, 101, 160, 163, 129, 32, 16, 226, 114, 198, 12, 165, 91, 96, 190, 54, 190, 79, 201, 151, 135, 80, 99, 42, 77, 175, 87] }
Jan 30 17:17:41 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 132): Got BlockCommit for 47ff2964746a23abb8520fba828e9141ad32056082b16c382d1e13449fea35254cb153afdad5240d8efba7636dbb40d325d174f94d4268c598bddc0a1f7c7742
Jan 30 17:17:43 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 133): Got BlockNew: 133 / 34a8cb874824ee43a764697ff496ca9ddd22d88280367f9f7d23a605f975b9117771e61555405326e94a049b60938ef5b6ecf6cf80e018cbdcbc08eebf54dad7
Jan 30 17:17:43 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 34a8cb874824ee43a764697ff496ca9ddd22d88280367f9f7d23a605f975b9117771e61555405326e94a049b60938ef5b6ecf6cf80e018cbdcbc08eebf54dad7
Jan 30 17:17:44 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 133): Got BlockCommit for 34a8cb874824ee43a764697ff496ca9ddd22d88280367f9f7d23a605f975b9117771e61555405326e94a049b60938ef5b6ecf6cf80e018cbdcbc08eebf54dad7
Jan 30 17:17:48 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 134): Got BlockNew: 134 / 9551e0bdc321f9b7cfb545f0433dc78d67743ebcb9b62d9f5b08bc98b1d71d8e73dabec05c9e44c851f3be406ac20df4726092abf88adddc044dcc4970a8ae30
Jan 30 17:17:48 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 9551e0bdc321f9b7cfb545f0433dc78d67743ebcb9b62d9f5b08bc98b1d71d8e73dabec05c9e44c851f3be406ac20df4726092abf88adddc044dcc4970a8ae30
Jan 30 17:17:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 134): Got BlockCommit for 9551e0bdc321f9b7cfb545f0433dc78d67743ebcb9b62d9f5b08bc98b1d71d8e73dabec05c9e44c851f3be406ac20df4726092abf88adddc044dcc4970a8ae30
Jan 30 17:17:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 135): Got BlockNew: 135 / 7b75897c164a2755c358184ea754061688eb3815bee981d41c0f4106b88b45ea5baddbcf90871ffe3562146e7b1d7dfbdb802021b623f038a76945bb1514d294
Jan 30 17:17:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 7b75897c164a2755c358184ea754061688eb3815bee981d41c0f4106b88b45ea5baddbcf90871ffe3562146e7b1d7dfbdb802021b623f038a76945bb1514d294
Jan 30 17:17:50 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 135): Got BlockCommit for 7b75897c164a2755c358184ea754061688eb3815bee981d41c0f4106b88b45ea5baddbcf90871ffe3562146e7b1d7dfbdb802021b623f038a76945bb1514d294
Jan 30 17:17:50 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 136): Got BlockNew: 136 / f6c3f8ac599228bbf41487df02ffe23beef52453176cfe1875572559becb5efe395bbc0d85f119e71e4c6f9c10a509b1f6251a9b5fbf14d493538cf9816f7854
Jan 30 17:17:50 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: f6c3f8ac599228bbf41487df02ffe23beef52453176cfe1875572559becb5efe395bbc0d85f119e71e4c6f9c10a509b1f6251a9b5fbf14d493538cf9816f7854
Jan 30 17:17:51 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 136): Got BlockCommit for f6c3f8ac599228bbf41487df02ffe23beef52453176cfe1875572559becb5efe395bbc0d85f119e71e4c6f9c10a509b1f6251a9b5fbf14d493538cf9816f7854
Jan 30 17:17:53 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 137): Got BlockNew: 137 / 7c0660f2d4d12adb2b7c6e69c2dd7e4a845a7816f82d92bc310783c788f7621a0149de6d179e79769869abe51b4c7ab0c5f025b51762edeec657d55d89139b89
Jan 30 17:17:54 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 7c0660f2d4d12adb2b7c6e69c2dd7e4a845a7816f82d92bc310783c788f7621a0149de6d179e79769869abe51b4c7ab0c5f025b51762edeec657d55d89139b89
Jan 30 17:17:54 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 137): Got BlockCommit for 7c0660f2d4d12adb2b7c6e69c2dd7e4a845a7816f82d92bc310783c788f7621a0149de6d179e79769869abe51b4c7ab0c5f025b51762edeec657d55d89139b89
Jan 30 17:17:58 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 138): Got BlockNew: 138 / ee5156d1970b455849531cf3d7e4ef4398029fb095e95a99127a5182a5370054066e7821081dbd95e66aed4db98f2dba847a65be84bf8e220be42d6a2289dca9
Jan 30 17:17:58 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: ee5156d1970b455849531cf3d7e4ef4398029fb095e95a99127a5182a5370054066e7821081dbd95e66aed4db98f2dba847a65be84bf8e220be42d6a2289dca9
Jan 30 17:17:59 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 138): Got BlockCommit for ee5156d1970b455849531cf3d7e4ef4398029fb095e95a99127a5182a5370054066e7821081dbd95e66aed4db98f2dba847a65be84bf8e220be42d6a2289dca9
Jan 30 17:18:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 139): Got BlockNew: 139 / b1db9725593bb39af1f593cd254f21ab3f334e0a08e03919f8a534999d62859f74961ce4ec85d49077f239abcbb7bf5558d4cab9d91ebeedf790aa175c6bfdd4
Jan 30 17:18:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: b1db9725593bb39af1f593cd254f21ab3f334e0a08e03919f8a534999d62859f74961ce4ec85d49077f239abcbb7bf5558d4cab9d91ebeedf790aa175c6bfdd4
Jan 30 17:18:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 139): Got BlockCommit for b1db9725593bb39af1f593cd254f21ab3f334e0a08e03919f8a534999d62859f74961ce4ec85d49077f239abcbb7bf5558d4cab9d91ebeedf790aa175c6bfdd4
Jan 30 17:18:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 140): Got BlockNew: 140 / ba9d91170f35c3263e3120ba6952393a9db97d7859269d065e299f6c2f841f937b7c00744e59843c88b962adb88ae3da18032253287af98a40024dd77f54801b
Jan 30 17:18:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: ba9d91170f35c3263e3120ba6952393a9db97d7859269d065e299f6c2f841f937b7c00744e59843c88b962adb88ae3da18032253287af98a40024dd77f54801b
Jan 30 17:18:05 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 140): Got BlockCommit for ba9d91170f35c3263e3120ba6952393a9db97d7859269d065e299f6c2f841f937b7c00744e59843c88b962adb88ae3da18032253287af98a40024dd77f54801b
Jan 30 17:18:08 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 141): Got BlockNew: 141 / cdaef41e3c46410e80d6d2f86e2b8a00cc42dc14d715d3d42af47de1a265734e4c27962929107167feba16c6812ce925351a925c83cfbd4378c71b0da093f30c
Jan 30 17:18:08 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: cdaef41e3c46410e80d6d2f86e2b8a00cc42dc14d715d3d42af47de1a265734e4c27962929107167feba16c6812ce925351a925c83cfbd4378c71b0da093f30c
Jan 30 17:18:09 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 141): Got BlockCommit for cdaef41e3c46410e80d6d2f86e2b8a00cc42dc14d715d3d42af47de1a265734e4c27962929107167feba16c6812ce925351a925c83cfbd4378c71b0da093f30c
Jan 30 17:18:09 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 142): Got BlockNew: 142 / e268696dd5a30fff16f6f94c619990d7131ac1e18305c084f9d404c6d84ede7542ab05724c8397fd2b84b309d7837d60776706815fcb85b6918f6694bfe478b3
Jan 30 17:18:09 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: e268696dd5a30fff16f6f94c619990d7131ac1e18305c084f9d404c6d84ede7542ab05724c8397fd2b84b309d7837d60776706815fcb85b6918f6694bfe478b3
Jan 30 17:18:09 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 142): Got BlockCommit for e268696dd5a30fff16f6f94c619990d7131ac1e18305c084f9d404c6d84ede7542ab05724c8397fd2b84b309d7837d60776706815fcb85b6918f6694bfe478b3
Jan 30 17:18:10 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 143): Got BlockNew: 143 / 4ade1cb6036be2273956e1ef64133ff8196e775a55a30861950c561eacf4e7ae56ddd5fab876f8a05cbf6e8f023727d10b661ba58b2507484411ec5ce2a87558
Jan 30 17:18:10 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 4ade1cb6036be2273956e1ef64133ff8196e775a55a30861950c561eacf4e7ae56ddd5fab876f8a05cbf6e8f023727d10b661ba58b2507484411ec5ce2a87558
Jan 30 17:18:10 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 143): Got BlockCommit for 4ade1cb6036be2273956e1ef64133ff8196e775a55a30861950c561eacf4e7ae56ddd5fab876f8a05cbf6e8f023727d10b661ba58b2507484411ec5ce2a87558
Jan 30 17:18:14 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 144): Got BlockNew: 144 / 8fe22e694f86b41d4e4d0557312fc98d25a3894c91e59e86e234f7503aa062dc345e6ccc5c5c2848121a1f9a769c399bdd255f72c290084ca8027c1e97fd51c5
Jan 30 17:18:14 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 8fe22e694f86b41d4e4d0557312fc98d25a3894c91e59e86e234f7503aa062dc345e6ccc5c5c2848121a1f9a769c399bdd255f72c290084ca8027c1e97fd51c5
Jan 30 17:18:15 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 144): Got BlockCommit for 8fe22e694f86b41d4e4d0557312fc98d25a3894c91e59e86e234f7503aa062dc345e6ccc5c5c2848121a1f9a769c399bdd255f72c290084ca8027c1e97fd51c5
Jan 30 17:18:17 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 145): Got BlockNew: 145 / 8701ad575ebb585e55db68c3a050d9d7cde1c61b8477156884fceac1f60cc5d842b401c5d5c8baf1ab68a138939308e19c419cb70d839b935d77231e74809c39
Jan 30 17:18:17 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 8701ad575ebb585e55db68c3a050d9d7cde1c61b8477156884fceac1f60cc5d842b401c5d5c8baf1ab68a138939308e19c419cb70d839b935d77231e74809c39
Jan 30 17:18:17 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 145): Got BlockCommit for 8701ad575ebb585e55db68c3a050d9d7cde1c61b8477156884fceac1f60cc5d842b401c5d5c8baf1ab68a138939308e19c419cb70d839b935d77231e74809c39
Jan 30 17:18:19 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 146): Got BlockNew: 146 / 36cf59d4e93afbcc9900fe359a782712d6b8964a2bd6ad4860cce207d6dbd77a766b86af3bc3f2bf8cf83d179ba43f132c1fca47fcf7c1cfabcdf0d331479d66
Jan 30 17:18:19 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 36cf59d4e93afbcc9900fe359a782712d6b8964a2bd6ad4860cce207d6dbd77a766b86af3bc3f2bf8cf83d179ba43f132c1fca47fcf7c1cfabcdf0d331479d66
Jan 30 17:18:20 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 146): Got BlockCommit for 36cf59d4e93afbcc9900fe359a782712d6b8964a2bd6ad4860cce207d6dbd77a766b86af3bc3f2bf8cf83d179ba43f132c1fca47fcf7c1cfabcdf0d331479d66
Jan 30 17:18:20 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 147): Got BlockNew: 147 / 2891dc274cff8d94308719871a78c92796815ed54b2ad109cdc5bce3519f34d70ad3f311f1b9e7bf665b0d9f0723a90d659a9f3c2dae03661dd69ac8daae2dad
Jan 30 17:18:20 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 2891dc274cff8d94308719871a78c92796815ed54b2ad109cdc5bce3519f34d70ad3f311f1b9e7bf665b0d9f0723a90d659a9f3c2dae03661dd69ac8daae2dad
Jan 30 17:18:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 147): Got BlockCommit for 2891dc274cff8d94308719871a78c92796815ed54b2ad109cdc5bce3519f34d70ad3f311f1b9e7bf665b0d9f0723a90d659a9f3c2dae03661dd69ac8daae2dad
Jan 30 17:18:24 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 148): Got BlockNew: 148 / a2ccf328aec3ad53ff3d2c16e1d78f51ca0c99ba0b2dcbe59ada910344e2b6b05b1f5bf523fe7dddcb9b301fb0032ad26ae1b64c0bf78e56cdaf61a0f32575a1
Jan 30 17:18:24 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: a2ccf328aec3ad53ff3d2c16e1d78f51ca0c99ba0b2dcbe59ada910344e2b6b05b1f5bf523fe7dddcb9b301fb0032ad26ae1b64c0bf78e56cdaf61a0f32575a1
Jan 30 17:18:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 148): Got BlockCommit for a2ccf328aec3ad53ff3d2c16e1d78f51ca0c99ba0b2dcbe59ada910344e2b6b05b1f5bf523fe7dddcb9b301fb0032ad26ae1b64c0bf78e56cdaf61a0f32575a1
Jan 30 17:18:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 149): Got BlockNew: 149 / 8a72ef14f1484f23e06ff4594b2d6b45e0333e5470c523810e40866e27f32b1646f3e100417a99bdfa28475bfa04f95774c2908b9de279dfc81a4fc4dfec5013
Jan 30 17:18:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 8a72ef14f1484f23e06ff4594b2d6b45e0333e5470c523810e40866e27f32b1646f3e100417a99bdfa28475bfa04f95774c2908b9de279dfc81a4fc4dfec5013
Jan 30 17:18:26 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 149): Got BlockCommit for 8a72ef14f1484f23e06ff4594b2d6b45e0333e5470c523810e40866e27f32b1646f3e100417a99bdfa28475bfa04f95774c2908b9de279dfc81a4fc4dfec5013
Jan 30 17:18:29 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 150): Got BlockNew: 150 / 46c48999d9b1b972a806f22adb593c130045e741f05dbeff52d5b1b1e225eba543fbd15de678916a4d096c17c94b7bebca4891962452498a9b290023838362e6
Jan 30 17:18:29 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 46c48999d9b1b972a806f22adb593c130045e741f05dbeff52d5b1b1e225eba543fbd15de678916a4d096c17c94b7bebca4891962452498a9b290023838362e6
Jan 30 17:18:30 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 150): Got BlockCommit for 46c48999d9b1b972a806f22adb593c130045e741f05dbeff52d5b1b1e225eba543fbd15de678916a4d096c17c94b7bebca4891962452498a9b290023838362e6
Jan 30 17:18:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 151): Got BlockNew: 151 / 9719df264b4af968440a40748ffca23beee4f80d7d05dc901b3efeb8e11210407db38b190092fd2e7c2440b89c12737d8fb37052fcc97c1cb2dbfee3adce37d1
Jan 30 17:18:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 9719df264b4af968440a40748ffca23beee4f80d7d05dc901b3efeb8e11210407db38b190092fd2e7c2440b89c12737d8fb37052fcc97c1cb2dbfee3adce37d1
Jan 30 17:18:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 151): Got BlockCommit for 9719df264b4af968440a40748ffca23beee4f80d7d05dc901b3efeb8e11210407db38b190092fd2e7c2440b89c12737d8fb37052fcc97c1cb2dbfee3adce37d1
Jan 30 17:18:32 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 152): Got BlockNew: 152 / 47145a201312a76238e50c1606eef474564df3de5474fa5e1cdb351edff65b564db2d582502e21c8e763748b5b8eded34c0909cf6a369ee95ddd3668e3fa9139
Jan 30 17:18:32 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 47145a201312a76238e50c1606eef474564df3de5474fa5e1cdb351edff65b564db2d582502e21c8e763748b5b8eded34c0909cf6a369ee95ddd3668e3fa9139
Jan 30 17:18:33 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 152): Got BlockCommit for 47145a201312a76238e50c1606eef474564df3de5474fa5e1cdb351edff65b564db2d582502e21c8e763748b5b8eded34c0909cf6a369ee95ddd3668e3fa9139
Jan 30 17:18:34 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 153): Got BlockNew: 153 / 15eb66e029ad95de9a95ee20373fe82ba90e20ec1cc40ccece2148d36ff474cb3dac65ef00649848729e04903906a18a3df23c51b246338f311d20cf8ef000a9
Jan 30 17:18:34 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 15eb66e029ad95de9a95ee20373fe82ba90e20ec1cc40ccece2148d36ff474cb3dac65ef00649848729e04903906a18a3df23c51b246338f311d20cf8ef000a9
Jan 30 17:18:35 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 153): Got BlockCommit for 15eb66e029ad95de9a95ee20373fe82ba90e20ec1cc40ccece2148d36ff474cb3dac65ef00649848729e04903906a18a3df23c51b246338f311d20cf8ef000a9
Jan 30 17:18:35 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 154): Got BlockNew: 154 / 4b2129431f2ddeb76df344eddc4e1110a8b278cf570b0c31ce021e93bbf84edd47621fa82b4e2b71912d12b9a89b5b5567d9706f23d31194777f99a0187f4e40
Jan 30 17:18:35 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 4b2129431f2ddeb76df344eddc4e1110a8b278cf570b0c31ce021e93bbf84edd47621fa82b4e2b71912d12b9a89b5b5567d9706f23d31194777f99a0187f4e40
Jan 30 17:18:36 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 154): Got BlockCommit for 4b2129431f2ddeb76df344eddc4e1110a8b278cf570b0c31ce021e93bbf84edd47621fa82b4e2b71912d12b9a89b5b5567d9706f23d31194777f99a0187f4e40
Jan 30 17:18:38 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 155): Got BlockNew: 155 / b279b35f813b5031465401633f108936451f09e41106902cf0718ae57a16be0a17c62f4f53a184e711ab0066e7895c11d56485bedc6ca995179551cbb4f7be39
Jan 30 17:18:38 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: b279b35f813b5031465401633f108936451f09e41106902cf0718ae57a16be0a17c62f4f53a184e711ab0066e7895c11d56485bedc6ca995179551cbb4f7be39
Jan 30 17:18:39 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 155): Got BlockCommit for b279b35f813b5031465401633f108936451f09e41106902cf0718ae57a16be0a17c62f4f53a184e711ab0066e7895c11d56485bedc6ca995179551cbb4f7be39
Jan 30 17:18:40 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 156): Got BlockNew: 156 / 25e36ece0f387b08f19658bdad018440afeaec5c9bb283235d86360481db4b8112e9de8f0649214cf2c62e1c42d533f21c96e2cc05fa7005e6615a9c6128ab5e
Jan 30 17:18:41 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 25e36ece0f387b08f19658bdad018440afeaec5c9bb283235d86360481db4b8112e9de8f0649214cf2c62e1c42d533f21c96e2cc05fa7005e6615a9c6128ab5e
Jan 30 17:18:41 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 156): Got BlockCommit for 25e36ece0f387b08f19658bdad018440afeaec5c9bb283235d86360481db4b8112e9de8f0649214cf2c62e1c42d533f21c96e2cc05fa7005e6615a9c6128ab5e
Jan 30 17:18:45 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 157): Got BlockNew: 157 / 42f8bdee810f555c09cf593dd86aa0c92d235ca85239dbd90a0efd51db6429df5c695abb89675d6a086ebb336b8c6438763dc55f235aa5aae032c2c53d2c6893
Jan 30 17:18:45 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 42f8bdee810f555c09cf593dd86aa0c92d235ca85239dbd90a0efd51db6429df5c695abb89675d6a086ebb336b8c6438763dc55f235aa5aae032c2c53d2c6893
Jan 30 17:18:46 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 157): Got BlockCommit for 42f8bdee810f555c09cf593dd86aa0c92d235ca85239dbd90a0efd51db6429df5c695abb89675d6a086ebb336b8c6438763dc55f235aa5aae032c2c53d2c6893
Jan 30 17:18:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 158): Got BlockNew: 158 / 69000e182e06a42533cf651415ca91f02a20b24296e95ac165f65df3389656486ccda644060aaf1c18382f54673c02175b6718f96b97d530a6e81d90b7fb41d3
Jan 30 17:18:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 69000e182e06a42533cf651415ca91f02a20b24296e95ac165f65df3389656486ccda644060aaf1c18382f54673c02175b6718f96b97d530a6e81d90b7fb41d3
Jan 30 17:18:50 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 158): Got BlockCommit for 69000e182e06a42533cf651415ca91f02a20b24296e95ac165f65df3389656486ccda644060aaf1c18382f54673c02175b6718f96b97d530a6e81d90b7fb41d3
Jan 30 17:18:51 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 159): Got BlockNew: 159 / 3e9f56d3401ae323180f6aaafb7de4b2a558a599313ff66d75818470df781add0c4f7c103760c385b463ddcc31d93b119d1867b294039f82d83f88c7cf0e2b28
Jan 30 17:18:51 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 3e9f56d3401ae323180f6aaafb7de4b2a558a599313ff66d75818470df781add0c4f7c103760c385b463ddcc31d93b119d1867b294039f82d83f88c7cf0e2b28
Jan 30 17:18:52 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 159): Got BlockCommit for 3e9f56d3401ae323180f6aaafb7de4b2a558a599313ff66d75818470df781add0c4f7c103760c385b463ddcc31d93b119d1867b294039f82d83f88c7cf0e2b28
Jan 30 17:18:54 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 160): Got BlockNew: 160 / e3e58016181071f51d128c11189641f1c995c93dfb38fa21b05f75714a17544653b72d03e8d830fa00c89c028df4686d340bb57ab4a1e629d3abfcb2a677c257
Jan 30 17:18:54 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: e3e58016181071f51d128c11189641f1c995c93dfb38fa21b05f75714a17544653b72d03e8d830fa00c89c028df4686d340bb57ab4a1e629d3abfcb2a677c257
Jan 30 17:18:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 160): Got BlockCommit for e3e58016181071f51d128c11189641f1c995c93dfb38fa21b05f75714a17544653b72d03e8d830fa00c89c028df4686d340bb57ab4a1e629d3abfcb2a677c257
Jan 30 17:18:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 161): Got BlockNew: 161 / 758ff4a75c4fc7b75a7a8b1fd0568c0bc084879846d6323447a62e3d5030c6b6150c819d65965e8f3b6669784cc0d7384bafda8659622601791367831a7f26d2
Jan 30 17:18:56 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 758ff4a75c4fc7b75a7a8b1fd0568c0bc084879846d6323447a62e3d5030c6b6150c819d65965e8f3b6669784cc0d7384bafda8659622601791367831a7f26d2
Jan 30 17:18:56 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 161): Got BlockCommit for 758ff4a75c4fc7b75a7a8b1fd0568c0bc084879846d6323447a62e3d5030c6b6150c819d65965e8f3b6669784cc0d7384bafda8659622601791367831a7f26d2
Jan 30 17:18:59 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 162): Got BlockNew: 162 / 30bee10414a1d36c1df73536ae70d1cc84b928817098731059e53e20b9cb2ccf698ac5bb6f0353dbbb03287a654f5b66fb668e6d14f474811d91f5334d586e88
Jan 30 17:18:59 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 30bee10414a1d36c1df73536ae70d1cc84b928817098731059e53e20b9cb2ccf698ac5bb6f0353dbbb03287a654f5b66fb668e6d14f474811d91f5334d586e88
Jan 30 17:18:59 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 162): Got BlockCommit for 30bee10414a1d36c1df73536ae70d1cc84b928817098731059e53e20b9cb2ccf698ac5bb6f0353dbbb03287a654f5b66fb668e6d14f474811d91f5334d586e88
Jan 30 17:19:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 96, seq 163): Got BlockNew: 163 / 9fbff4a09cce94e83767418607a57397f13a0d5cafbc9d6e3cb7e78ca6984e507386cc7b6b0beda2a5ebcf08a8579e42488be2b85f9169749e3f2e9dc11d3b80
Jan 30 17:19:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 9fbff4a09cce94e83767418607a57397f13a0d5cafbc9d6e3cb7e78ca6984e507386cc7b6b0beda2a5ebcf08a8579e42488be2b85f9169749e3f2e9dc11d3b80
Jan 30 17:19:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 96, seq 163): Got BlockCommit for 9fbff4a09cce94e83767418607a57397f13a0d5cafbc9d6e3cb7e78ca6984e507386cc7b6b0beda2a5ebcf08a8579e42488be2b85f9169749e3f2e9dc11d3b80
