WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:48 | (V(187572), view 187572, seq 374): Updated to view 187572
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187572
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187572, seq 374): Starting change to view 187573
INFO  | pbft_engine::node:48 | (V(187573), view 187573, seq 374): Updated to view 187573
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187573, seq 374): Starting change to view 187574
INFO  | pbft_engine::node:48 | (V(187574), view 187574, seq 374 *): Updated to view 187574
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187574
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187574
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187574, seq 374 *): Starting change to view 187575
INFO  | pbft_engine::node:48 | (V(187575), view 187575, seq 374): Updated to view 187575
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187575, seq 374): Starting change to view 187576
INFO  | pbft_engine::node:48 | (V(187576), view 187576, seq 374): Updated to view 187576
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187576, seq 374): Starting change to view 187577
INFO  | pbft_engine::node:48 | (V(187577), view 187577, seq 374): Updated to view 187577
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187577
INFO  | pbft_engine::node:39 | (PP, view 187577, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187577, seq 374): Starting change to view 187578
INFO  | pbft_engine::node:48 | (V(187578), view 187578, seq 374): Updated to view 187578
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187578, seq 374): Starting change to view 187579
INFO  | pbft_engine::node:48 | (V(187579), view 187579, seq 374 *): Updated to view 187579
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187579
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187579
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187579, seq 374 *): Starting change to view 187580
INFO  | pbft_engine::node:48 | (V(187580), view 187580, seq 374): Updated to view 187580
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187580, seq 374): Starting change to view 187581
INFO  | pbft_engine::node:48 | (V(187581), view 187581, seq 374): Updated to view 187581
INFO  | pbft_engine::node:39 | (PP, view 187581, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187581, seq 374): Starting change to view 187582
INFO  | pbft_engine::node:48 | (V(187582), view 187582, seq 374): Updated to view 187582
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187582
INFO  | pbft_engine::node:39 | (PP, view 187582, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187582, seq 374): Starting change to view 187583
INFO  | pbft_engine::node:48 | (V(187583), view 187583, seq 374): Updated to view 187583
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187583, seq 374): Starting change to view 187584
INFO  | pbft_engine::node:48 | (V(187584), view 187584, seq 374 *): Updated to view 187584
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187584
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187584
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187584, seq 374 *): Starting change to view 187585
INFO  | pbft_engine::node:48 | (V(187585), view 187585, seq 374): Updated to view 187585
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187585, seq 374): Starting change to view 187586
INFO  | pbft_engine::node:48 | (V(187586), view 187586, seq 374): Updated to view 187586
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187586, seq 374): Starting change to view 187587
INFO  | pbft_engine::node:48 | (V(187587), view 187587, seq 374): Updated to view 187587
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187587, seq 374): Starting change to view 187588
INFO  | pbft_engine::node:48 | (V(187588), view 187588, seq 374): Updated to view 187588
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187588
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187588
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187588, seq 374): Starting change to view 187589
INFO  | pbft_engine::node:48 | (V(187589), view 187589, seq 374 *): Updated to view 187589
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187589
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187589
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187589, seq 374 *): Starting change to view 187590
INFO  | pbft_engine::node:48 | (V(187590), view 187590, seq 374): Updated to view 187590
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187590, seq 374): Starting change to view 187591
INFO  | pbft_engine::node:48 | (V(187591), view 187591, seq 374): Updated to view 187591
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187591, seq 374): Starting change to view 187592
INFO  | pbft_engine::node:48 | (V(187592), view 187592, seq 374): Updated to view 187592
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187592
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187592
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187592, seq 374): Starting change to view 187593
INFO  | pbft_engine::node:48 | (V(187593), view 187593, seq 374): Updated to view 187593
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187593, seq 374): Starting change to view 187594
INFO  | pbft_engine::node:48 | (V(187594), view 187594, seq 374 *): Updated to view 187594
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187594
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187594
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187594, seq 374 *): Starting change to view 187595
INFO  | pbft_engine::node:48 | (V(187595), view 187595, seq 374): Updated to view 187595
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187595, seq 374): Starting change to view 187596
INFO  | pbft_engine::node:48 | (V(187596), view 187596, seq 374): Updated to view 187596
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187596, seq 374): Starting change to view 187597
INFO  | pbft_engine::node:48 | (V(187597), view 187597, seq 374): Updated to view 187597
INFO  | pbft_engine::node:39 | (PP, view 187597, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187597, seq 374): Starting change to view 187598
INFO  | pbft_engine::node:48 | (V(187598), view 187598, seq 374): Updated to view 187598
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187598
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187598, seq 374): Starting change to view 187599
INFO  | pbft_engine::node:48 | (V(187599), view 187599, seq 374 *): Updated to view 187599
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187599
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187599
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187599, seq 374 *): Starting change to view 187600
INFO  | pbft_engine::node:48 | (V(187600), view 187600, seq 374): Updated to view 187600
INFO  | pbft_engine::node:39 | (PP, view 187600, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187600, seq 374): Starting change to view 187601
INFO  | pbft_engine::node:48 | (V(187601), view 187601, seq 374): Updated to view 187601
INFO  | pbft_engine::node:39 | (PP, view 187601, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187601, seq 374): Starting change to view 187602
INFO  | pbft_engine::node:48 | (V(187602), view 187602, seq 374): Updated to view 187602
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187602, seq 374): Starting change to view 187603
INFO  | pbft_engine::node:48 | (V(187603), view 187603, seq 374): Updated to view 187603
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187603
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187603, seq 374): Starting change to view 187604
INFO  | pbft_engine::node:48 | (V(187604), view 187604, seq 374 *): Updated to view 187604
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187604
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187604
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187604, seq 374 *): Starting change to view 187605
INFO  | pbft_engine::node:48 | (V(187605), view 187605, seq 374): Updated to view 187605
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187605, seq 374): Starting change to view 187606
INFO  | pbft_engine::node:48 | (V(187606), view 187606, seq 374): Updated to view 187606
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187606, seq 374): Starting change to view 187607
INFO  | pbft_engine::node:48 | (V(187607), view 187607, seq 374): Updated to view 187607
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187607
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187607
INFO  | pbft_engine::node:39 | (PP, view 187607, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187607, seq 374): Starting change to view 187608
INFO  | pbft_engine::node:48 | (V(187608), view 187608, seq 374): Updated to view 187608
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187608, seq 374): Starting change to view 187609
INFO  | pbft_engine::node:48 | (V(187609), view 187609, seq 374 *): Updated to view 187609
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187609
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187609
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187609, seq 374 *): Starting change to view 187610
INFO  | pbft_engine::node:48 | (V(187610), view 187610, seq 374): Updated to view 187610
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187610, seq 374): Starting change to view 187611
INFO  | pbft_engine::node:48 | (V(187611), view 187611, seq 374): Updated to view 187611
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187611, seq 374): Starting change to view 187612
INFO  | pbft_engine::node:48 | (V(187612), view 187612, seq 374): Updated to view 187612
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187612, seq 374): Starting change to view 187613
INFO  | pbft_engine::node:48 | (V(187613), view 187613, seq 374): Updated to view 187613
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187613, seq 374): Starting change to view 187614
INFO  | pbft_engine::node:48 | (V(187614), view 187614, seq 374 *): Updated to view 187614
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187614
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187614
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187614, seq 374 *): Starting change to view 187615
INFO  | pbft_engine::node:48 | (V(187615), view 187615, seq 374): Updated to view 187615
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187615, seq 374): Starting change to view 187616
INFO  | pbft_engine::node:48 | (V(187616), view 187616, seq 374): Updated to view 187616
INFO  | pbft_engine::node:39 | (PP, view 187616, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187616, seq 374): Starting change to view 187617
INFO  | pbft_engine::node:48 | (V(187617), view 187617, seq 374): Updated to view 187617
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187617, seq 374): Starting change to view 187618
INFO  | pbft_engine::node:48 | (V(187618), view 187618, seq 374): Updated to view 187618
INFO  | pbft_engine::node:39 | (PP, view 187618, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187618, seq 374): Starting change to view 187619
INFO  | pbft_engine::node:48 | (V(187619), view 187619, seq 374 *): Updated to view 187619
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187619
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187619
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187619, seq 374 *): Starting change to view 187620
INFO  | pbft_engine::node:48 | (V(187620), view 187620, seq 374): Updated to view 187620
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187620, seq 374): Starting change to view 187621
INFO  | pbft_engine::node:48 | (V(187621), view 187621, seq 374): Updated to view 187621
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187621, seq 374): Starting change to view 187622
INFO  | pbft_engine::node:48 | (V(187622), view 187622, seq 374): Updated to view 187622
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187622
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187622
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187622, seq 374): Starting change to view 187623
INFO  | pbft_engine::node:48 | (V(187623), view 187623, seq 374): Updated to view 187623
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187623
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187623
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187623, seq 374): Starting change to view 187624
INFO  | pbft_engine::node:48 | (V(187624), view 187624, seq 374 *): Updated to view 187624
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187624
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187624
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187624, seq 374 *): Starting change to view 187625
INFO  | pbft_engine::node:48 | (V(187625), view 187625, seq 374): Updated to view 187625
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187625, seq 374): Starting change to view 187626
INFO  | pbft_engine::node:48 | (V(187626), view 187626, seq 374): Updated to view 187626
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187626, seq 374): Starting change to view 187627
INFO  | pbft_engine::node:48 | (V(187627), view 187627, seq 374): Updated to view 187627
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187627
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187627, seq 374): Starting change to view 187628
INFO  | pbft_engine::node:48 | (V(187628), view 187628, seq 374): Updated to view 187628
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187628
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187628, seq 374): Starting change to view 187629
INFO  | pbft_engine::node:48 | (V(187629), view 187629, seq 374 *): Updated to view 187629
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187629
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187629
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187629, seq 374 *): Starting change to view 187630
INFO  | pbft_engine::node:48 | (V(187630), view 187630, seq 374): Updated to view 187630
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187630
INFO  | pbft_engine::node:39 | (PP, view 187630, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187630, seq 374): Starting change to view 187631
INFO  | pbft_engine::node:48 | (V(187631), view 187631, seq 374): Updated to view 187631
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187631, seq 374): Starting change to view 187632
INFO  | pbft_engine::node:48 | (V(187632), view 187632, seq 374): Updated to view 187632
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187632
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187632
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187632, seq 374): Starting change to view 187633
INFO  | pbft_engine::node:48 | (V(187633), view 187633, seq 374): Updated to view 187633
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187633, seq 374): Starting change to view 187634
INFO  | pbft_engine::node:48 | (V(187634), view 187634, seq 374 *): Updated to view 187634
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187634
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187634
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187634, seq 374 *): Starting change to view 187635
INFO  | pbft_engine::node:48 | (V(187635), view 187635, seq 374): Updated to view 187635
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187635, seq 374): Starting change to view 187636
INFO  | pbft_engine::node:48 | (V(187636), view 187636, seq 374): Updated to view 187636
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187636, seq 374): Starting change to view 187637
INFO  | pbft_engine::node:48 | (V(187637), view 187637, seq 374): Updated to view 187637
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187637
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187637, seq 374): Starting change to view 187638
INFO  | pbft_engine::node:48 | (V(187638), view 187638, seq 374): Updated to view 187638
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187638
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187638
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187638, seq 374): Starting change to view 187639
INFO  | pbft_engine::node:48 | (V(187639), view 187639, seq 374 *): Updated to view 187639
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187639
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187639
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187639, seq 374 *): Starting change to view 187640
INFO  | pbft_engine::node:48 | (V(187640), view 187640, seq 374): Updated to view 187640
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187640, seq 374): Starting change to view 187641
INFO  | pbft_engine::node:48 | (V(187641), view 187641, seq 374): Updated to view 187641
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187641, seq 374): Starting change to view 187642
INFO  | pbft_engine::node:48 | (V(187642), view 187642, seq 374): Updated to view 187642
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187642, seq 374): Starting change to view 187643
INFO  | pbft_engine::node:48 | (V(187643), view 187643, seq 374): Updated to view 187643
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187643
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187643
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187643, seq 374): Starting change to view 187644
INFO  | pbft_engine::node:48 | (V(187644), view 187644, seq 374 *): Updated to view 187644
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187644
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187644
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187644, seq 374 *): Starting change to view 187645
INFO  | pbft_engine::node:48 | (V(187645), view 187645, seq 374): Updated to view 187645
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187645, seq 374): Starting change to view 187646
INFO  | pbft_engine::node:48 | (V(187646), view 187646, seq 374): Updated to view 187646
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187646, seq 374): Starting change to view 187647
INFO  | pbft_engine::node:48 | (V(187647), view 187647, seq 374): Updated to view 187647
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187647, seq 374): Starting change to view 187648
INFO  | pbft_engine::node:48 | (V(187648), view 187648, seq 374): Updated to view 187648
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187648
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187648, seq 374): Starting change to view 187649
INFO  | pbft_engine::node:48 | (V(187649), view 187649, seq 374 *): Updated to view 187649
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187649
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187649
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187649, seq 374 *): Starting change to view 187650
INFO  | pbft_engine::node:48 | (V(187650), view 187650, seq 374): Updated to view 187650
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187650, seq 374): Starting change to view 187651
INFO  | pbft_engine::node:48 | (V(187651), view 187651, seq 374): Updated to view 187651
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187651, seq 374): Starting change to view 187652
INFO  | pbft_engine::node:48 | (V(187652), view 187652, seq 374): Updated to view 187652
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187652
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187652, seq 374): Starting change to view 187653
INFO  | pbft_engine::node:48 | (V(187653), view 187653, seq 374): Updated to view 187653
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187653
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187653, seq 374): Starting change to view 187654
INFO  | pbft_engine::node:48 | (V(187654), view 187654, seq 374 *): Updated to view 187654
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187654
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187654
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187654, seq 374 *): Starting change to view 187655
INFO  | pbft_engine::node:48 | (V(187655), view 187655, seq 374): Updated to view 187655
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187655, seq 374): Starting change to view 187656
INFO  | pbft_engine::node:48 | (V(187656), view 187656, seq 374): Updated to view 187656
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187656, seq 374): Starting change to view 187657
INFO  | pbft_engine::node:48 | (V(187657), view 187657, seq 374): Updated to view 187657
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187657
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187657, seq 374): Starting change to view 187658
INFO  | pbft_engine::node:48 | (V(187658), view 187658, seq 374): Updated to view 187658
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187658, seq 374): Starting change to view 187659
INFO  | pbft_engine::node:48 | (V(187659), view 187659, seq 374 *): Updated to view 187659
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187659
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187659
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187659, seq 374 *): Starting change to view 187660
INFO  | pbft_engine::node:48 | (V(187660), view 187660, seq 374): Updated to view 187660
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187660, seq 374): Starting change to view 187661
INFO  | pbft_engine::node:48 | (V(187661), view 187661, seq 374): Updated to view 187661
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187661, seq 374): Starting change to view 187662
INFO  | pbft_engine::node:48 | (V(187662), view 187662, seq 374): Updated to view 187662
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187662
INFO  | pbft_engine::node:39 | (PP, view 187662, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187662, seq 374): Starting change to view 187663
INFO  | pbft_engine::node:48 | (V(187663), view 187663, seq 374): Updated to view 187663
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187663, seq 374): Starting change to view 187664
INFO  | pbft_engine::node:48 | (V(187664), view 187664, seq 374 *): Updated to view 187664
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187664
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187664
INFO  | pbft_engine::node:39 | (PP, view 187664, seq 374 *): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187664, seq 374 *): Starting change to view 187665
INFO  | pbft_engine::node:48 | (V(187665), view 187665, seq 374): Updated to view 187665
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187665, seq 374): Starting change to view 187666
INFO  | pbft_engine::node:48 | (V(187666), view 187666, seq 374): Updated to view 187666
INFO  | pbft_engine::node:39 | (PP, view 187666, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187666, seq 374): Starting change to view 187667
INFO  | pbft_engine::node:48 | (V(187667), view 187667, seq 374): Updated to view 187667
INFO  | pbft_engine::node:39 | (PP, view 187667, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187667, seq 374): Starting change to view 187668
INFO  | pbft_engine::node:48 | (V(187668), view 187668, seq 374): Updated to view 187668
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187668
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187668, seq 374): Starting change to view 187669
INFO  | pbft_engine::node:48 | (V(187669), view 187669, seq 374 *): Updated to view 187669
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187669
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187669
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187669, seq 374 *): Starting change to view 187670
